Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender_Female,Gender_Male,Gender_Non-binary,Race_Asian,Race_Black,Race_Not Specified,Race_Other,Race_White,"Income_< £30,000","Income_> £50,000","Income_£30,000-£50,000",Education_College Diploma,Education_High School,Education_Postgraduate,Education_University Degree
its hard to follow what my doctor says visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care some drugs caused side effects but i worked with my doctor to adjust,2.0,9.3,9.1,9.2,4.0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i often nod even when i dont understand i avoid going to hospitals unless absolutely necessary,2.0,4.9,2.2,9.9,2.3,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i avoid going to hospitals unless absolutely necessary i trust my doctor and their advice completely,6.3,8.0,9.3,7.8,3.7,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i get sweaty palms before appointments,5.2,6.4,1.8,9.0,3.2,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says i feel really anxious before seeing any doctor after a few trials i found the right medication for my condition,1.4,9.3,5.4,8.8,4.4,45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments i get sweaty palms before appointments some drugs caused side effects but i worked with my doctor to adjust,8.3,1.6,3.2,8.9,4.6,46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor,5.1,5.0,2.6,9.7,1.9,69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i get sweaty palms before appointments,2.7,6.9,3.2,9.4,1.0,29,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i dont get what doctors say most of the time,1.1,5.5,5.4,2.5,3.0,65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel really anxious before seeing any doctor,4.7,9.0,1.1,9.8,3.5,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information,2.4,1.4,5.8,3.1,2.2,70,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions doctors have always helped me recover well i have had mostly positive experiences with prescribed medications,8.1,1.7,9.0,6.2,4.8,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time,2.3,9.9,6.8,6.1,3.1,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i often nod even when i dont understand,1.2,9.5,6.8,1.8,1.1,47,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot,1.5,6.5,6.5,5.5,2.2,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions ive had the same doctor for years and i feel confident in their care some drugs caused side effects but i worked with my doctor to adjust,9.1,7.5,10.0,3.7,4.5,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary i have had mostly positive experiences with prescribed medications,6.4,5.1,3.0,7.6,4.6,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i get sweaty palms before appointments i trust my doctor and their advice completely medication has been effective in managing my symptoms,3.1,2.6,7.3,9.8,4.0,56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel really anxious before seeing any doctor i have had mostly positive experiences with prescribed medications,3.6,4.8,4.5,8.7,4.1,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
my trust in healthcare professionals is very high medication has been effective in managing my symptoms,6.3,3.5,9.4,6.9,4.9,65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ive had the same doctor for years and i feel confident in their care after a few trials i found the right medication for my condition,6.2,8.4,8.3,4.0,4.9,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
medical terms confuse me a lot i trust my doctor and their advice completely,1.2,7.9,9.7,4.1,3.6,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
my trust in healthcare professionals is very high medication has been effective in managing my symptoms,6.1,7.9,8.8,6.4,4.3,50,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
clinics give me panic attacks sometimes,3.8,3.1,4.9,7.1,1.7,62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments ive had the same doctor for years and i feel confident in their care,7.1,4.5,8.2,1.3,3.7,33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes doctors have always helped me recover well medication has been effective in managing my symptoms,6.8,9.5,7.4,8.2,4.6,64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments visiting the doctor makes me nervous my physician always listens to me,7.1,3.6,8.8,7.7,2.7,71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes i trust my doctor and their advice completely,7.4,8.8,9.8,9.6,2.3,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments,4.8,2.0,3.2,8.9,2.4,41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ive had the same doctor for years and i feel confident in their care,6.6,7.0,8.0,2.6,2.2,50,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i get sweaty palms before appointments my trust in healthcare professionals is very high,5.0,4.3,9.8,8.5,2.9,70,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well doctors have always helped me recover well prescription drugs really helped my chronic pain,8.9,4.1,8.1,3.0,4.1,55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i have had mostly positive experiences with prescribed medications,5.1,2.0,3.5,4.6,4.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot doctors have always helped me recover well i have had mostly positive experiences with prescribed medications,1.7,6.9,7.4,6.9,4.0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel lost when reading health information doctors have always helped me recover well,2.6,6.3,9.5,6.5,3.4,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,7.6,4.0,7.3,9.2,1.0,21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition visiting the doctor makes me nervous some drugs caused side effects but i worked with my doctor to adjust,8.8,3.0,5.1,8.7,4.3,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions,9.0,9.5,5.0,6.9,2.6,38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
doctors have always helped me recover well i have had mostly positive experiences with prescribed medications,4.2,4.9,7.7,5.5,4.3,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition,7.7,1.2,6.7,4.9,2.8,22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments my trust in healthcare professionals is very high,8.4,5.9,9.0,7.4,3.2,56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions,7.8,1.3,1.2,1.8,2.8,66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
visiting the doctor makes me nervous,3.1,9.9,5.9,7.0,2.1,31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
doctors have always helped me recover well,3.9,4.0,7.3,5.3,3.1,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel really anxious before seeing any doctor,6.3,7.9,1.8,8.0,3.3,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments i have had mostly positive experiences with prescribed medications,7.0,3.9,4.7,3.1,4.9,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time visiting the doctor makes me nervous i trust my doctor and their advice completely,1.4,9.1,8.4,7.5,3.4,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor,6.2,10.0,3.5,8.0,3.3,76,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
medical journals help me stay informed about my condition my physician always listens to me,9.8,8.5,10.0,6.3,1.8,21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
my physician always listens to me,5.5,7.4,8.0,1.0,3.0,55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary,3.1,8.9,2.4,7.0,2.1,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i get sweaty palms before appointments,5.5,6.8,3.9,7.2,1.2,20,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary ive had the same doctor for years and i feel confident in their care,8.7,8.3,9.9,9.4,2.4,57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand visiting the doctor makes me nervous,1.2,9.8,3.0,7.0,2.7,24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel lost when reading health information visiting the doctor makes me nervous,1.5,5.2,5.7,8.7,3.9,61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i often nod even when i dont understand,1.7,2.9,3.8,2.0,2.8,57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments i feel really anxious before seeing any doctor ive had the same doctor for years and i feel confident in their care after a few trials i found the right medication for my condition,9.9,5.6,7.7,7.1,4.4,34,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot my physician always listens to me,2.9,7.8,8.9,2.5,2.4,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
medical journals help me stay informed about my condition,9.7,8.0,3.5,6.1,2.6,80,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments i have had mostly positive experiences with prescribed medications,5.4,4.2,3.5,7.1,4.1,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition my trust in healthcare professionals is very high,8.9,2.4,8.4,3.3,2.7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions,9.1,5.1,2.8,2.4,2.9,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions i avoid going to hospitals unless absolutely necessary ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,7.9,10.0,8.1,8.9,4.0,69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well doctors have always helped me recover well medication has been effective in managing my symptoms,9.1,1.7,9.4,4.6,4.7,80,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
medical terms confuse me a lot clinics give me panic attacks sometimes my trust in healthcare professionals is very high some drugs caused side effects but i worked with my doctor to adjust,1.7,7.4,7.6,10.0,4.1,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand visiting the doctor makes me nervous my physician always listens to me,3.0,5.9,9.2,9.2,1.2,73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot,1.7,3.2,3.3,1.9,2.6,56,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions,8.4,4.1,1.8,3.7,1.5,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
prescription drugs really helped my chronic pain,5.2,2.4,5.2,3.0,4.0,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand after a few trials i found the right medication for my condition,1.2,6.0,2.5,1.0,4.5,32,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions doctors have always helped me recover well,7.0,1.9,7.0,6.5,2.9,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition clinics give me panic attacks sometimes i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,7.9,9.2,8.6,8.2,4.9,37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments doctors have always helped me recover well,7.3,7.8,9.8,1.1,3.5,65,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments visiting the doctor makes me nervous i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,7.7,9.3,9.0,8.6,4.8,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely prescription drugs really helped my chronic pain,5.1,4.6,9.3,4.2,4.4,43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition i feel really anxious before seeing any doctor,9.1,5.5,5.0,7.8,3.8,68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes my trust in healthcare professionals is very high prescription drugs really helped my chronic pain,3.4,6.7,9.6,7.2,4.7,62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well after a few trials i found the right medication for my condition,8.1,7.6,4.7,3.9,4.4,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments i get sweaty palms before appointments,9.1,5.1,1.1,8.1,2.1,69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time i get sweaty palms before appointments prescription drugs really helped my chronic pain,1.1,8.2,5.7,7.2,4.7,64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i have had mostly positive experiences with prescribed medications,5.9,5.5,3.6,3.7,4.2,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
medication has been effective in managing my symptoms,6.9,5.2,2.3,5.6,4.6,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot clinics give me panic attacks sometimes,2.4,7.2,6.3,7.7,1.6,76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments my physician always listens to me medication has been effective in managing my symptoms,9.5,6.6,8.6,3.2,4.0,26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
medical journals help me stay informed about my condition,8.0,4.6,4.5,6.9,1.4,80,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition i get sweaty palms before appointments,7.6,1.4,2.7,7.0,1.4,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions visiting the doctor makes me nervous after a few trials i found the right medication for my condition,9.7,8.8,6.6,8.4,4.6,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions,7.4,1.3,3.6,6.5,2.4,31,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well,8.0,6.9,3.1,2.3,3.5,72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel really anxious before seeing any doctor,5.9,7.9,6.2,8.4,1.5,33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,4.9,6.5,7.1,7.3,3.9,54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
visiting the doctor makes me nervous doctors have always helped me recover well medication has been effective in managing my symptoms,6.9,1.8,7.3,7.5,5.0,40,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments clinics give me panic attacks sometimes i have had mostly positive experiences with prescribed medications,7.2,7.2,5.6,8.8,5.0,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i feel really anxious before seeing any doctor,8.0,6.5,1.7,7.5,3.8,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i have had mostly positive experiences with prescribed medications,8.0,2.1,6.9,3.7,4.0,64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot i feel really anxious before seeing any doctor ive had the same doctor for years and i feel confident in their care,2.0,6.9,9.3,9.7,1.9,54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care,8.3,4.2,9.1,8.1,1.3,77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i trust my doctor and their advice completely,4.7,4.0,8.1,4.7,3.7,55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
my trust in healthcare professionals is very high,6.4,9.8,9.4,4.8,3.9,34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments,8.5,9.1,1.6,3.7,2.3,70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
clinics give me panic attacks sometimes,4.9,2.5,5.5,7.0,3.0,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes i trust my doctor and their advice completely,7.0,1.6,8.9,9.5,3.5,46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments i trust my doctor and their advice completely,8.9,2.2,8.2,2.1,2.6,62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions after a few trials i found the right medication for my condition,8.7,6.7,2.9,4.0,4.4,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i get sweaty palms before appointments,3.9,9.7,6.3,8.1,1.2,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel lost when reading health information,2.0,8.3,6.6,2.7,2.6,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well visiting the doctor makes me nervous i have had mostly positive experiences with prescribed medications,9.8,8.3,3.5,7.4,4.1,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions ive had the same doctor for years and i feel confident in their care,7.6,8.4,9.1,1.9,1.4,60,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments after a few trials i found the right medication for my condition,8.2,3.3,1.5,4.6,4.3,29,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand,2.1,7.0,1.0,2.0,2.4,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand clinics give me panic attacks sometimes my physician always listens to me,1.8,8.6,8.8,7.8,2.0,80,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says i trust my doctor and their advice completely after a few trials i found the right medication for my condition,1.9,3.7,9.3,4.9,4.8,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments i feel really anxious before seeing any doctor,9.9,5.7,3.6,8.1,1.6,38,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well,7.6,2.1,3.5,3.0,2.5,72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions my physician always listens to me,7.9,7.4,7.0,1.1,1.6,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i dont get what doctors say most of the time,3.0,3.4,2.3,4.7,1.3,73,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments i have had mostly positive experiences with prescribed medications,7.8,8.1,6.2,1.8,4.6,41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,9.7,2.8,7.3,8.6,3.2,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
prescription drugs really helped my chronic pain,3.9,5.3,5.6,4.6,4.7,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments clinics give me panic attacks sometimes,7.7,3.2,6.3,7.2,1.6,59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand i avoid going to hospitals unless absolutely necessary,2.3,5.9,1.6,8.9,1.6,31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments,7.1,4.5,4.6,7.9,3.0,57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well i feel really anxious before seeing any doctor,7.5,5.5,6.3,7.8,3.4,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
