user_text,intention_score,age,gender_male,gender_female,gender_non_binary
I miss my wife so much. It’s unbearable some days.,5,67,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,80,0,1,0
"Feeling lonely, but I think it'll get better.",3,20,1,0,0
"It’s tough, but I’ve survived worse.",4,62,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,18,0,1,0
The silence is too loud. I cry most nights.,7,69,0,1,0
I have my will and pills. No more waiting.,9,63,0,0,1
Stressed about interviews but hopeful.,3,28,0,1,0
"Feeling lonely, but I think it'll get better.",3,22,0,1,0
I wish I could just disappear from all this stress.,5,14,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,40,0,0,1
Worried about money after the layoff.,1,58,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,18,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,39,0,0,1
Everyone else has friends. Why am I always alone?,5,19,1,0,0
Everyone else has friends. Why am I always alone?,6,19,0,0,1
It's like I don’t matter at all in my family.,7,16,0,0,1
Lost my job and can’t provide anymore. I’m done.,10,48,0,0,1
No one talks to me anymore. I don't think I can survive another week.,10,14,0,0,1
"Health is failing, and so is everything else.",7,46,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,15,1,0,0
"It’s tough, but I’ve survived worse.",2,78,0,1,0
"The days are slow, but I keep going.",2,76,0,1,0
Trying to balance everything – it's tough but okay.,3,32,0,0,1
Pain meds are ready. I’ve decided.,8,47,1,0,0
"Lonely, yes. But I enjoy gardening still.",1,70,0,1,0
"Feeling lonely, but I think it'll get better.",2,21,1,0,0
Everyone else has friends. Why am I always alone?,7,18,0,1,0
Breakups suck. I feel empty.,7,24,0,0,1
Stressed about interviews but hopeful.,2,25,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,39,1,0,0
"Lonely, yes. But I enjoy gardening still.",4,70,1,0,0
Crippling debt and no support system. Feeling trapped.,7,26,0,1,0
Wife left and I don't know who I am anymore.,7,50,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,52,0,0,1
"The days are slow, but I keep going.",3,80,0,0,1
Trying to balance everything – it's tough but okay.,2,30,1,0,0
"Health is failing, and so is everything else.",6,47,1,0,0
Empty nest and empty life.,7,48,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,1,0,0
Being alone every day hurts more than my body does.,6,68,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,58,1,0,0
"Feeling lonely, but I think it'll get better.",4,23,1,0,0
Stressed about interviews but hopeful.,2,34,0,1,0
"It’s tough, but I’ve survived worse.",1,80,1,0,0
Stressed about interviews but hopeful.,3,30,0,1,0
"It’s tough, but I’ve survived worse.",4,71,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,69,0,0,1
I wish I could just disappear from all this stress.,6,19,0,0,1
Crippling debt and no support system. Feeling trapped.,6,25,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,8,33,0,1,0
"Feeling lonely, but I think it'll get better.",4,31,1,0,0
Everyone else has friends. Why am I always alone?,7,15,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,1,0,0
Breakups suck. I feel empty.,7,33,0,0,1
Worried about money after the layoff.,3,47,0,0,1
I argued with my mom. Feeling down but it'll pass.,4,15,1,0,0
Stressed about interviews but hopeful.,3,32,0,1,0
Empty nest and empty life.,5,56,0,1,0
Crippling debt and no support system. Feeling trapped.,6,26,0,0,1
Stressed about interviews but hopeful.,1,33,0,1,0
"The days are slow, but I keep going.",3,75,1,0,0
Being alone every day hurts more than my body does.,7,67,0,0,1
It's like I don’t matter at all in my family.,5,16,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,17,0,1,0
I’m a burden. My family would be better without me.,9,56,0,1,0
Another day of rejection letters. What's the point?,6,24,1,0,0
I’ve written a note. I just want the pain to stop.,9,14,1,0,0
"The days are slow, but I keep going.",1,78,1,0,0
Stressed about interviews but hopeful.,1,24,0,1,0
Worried about money after the layoff.,3,56,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,50,1,0,0
Just tired from school lately.,2,19,0,1,0
"Feeling lonely, but I think it'll get better.",2,30,0,1,0
"Caring for my dad is draining, but I’ll manage.",4,50,0,0,1
Pain meds are ready. I’ve decided.,8,40,0,0,1
There’s nothing left but pain. I’m ready to go.,9,77,0,1,0
I argued with my mom. Feeling down but it'll pass.,4,19,1,0,0
"The days are slow, but I keep going.",2,69,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,18,0,0,1
Worried about money after the layoff.,2,60,1,0,0
Just tired from school lately.,1,18,1,0,0
"The days are slow, but I keep going.",2,76,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,80,1,0,0
I wish I could just disappear from all this stress.,7,15,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,19,1,0,0
Trying to balance everything – it's tough but okay.,4,22,0,1,0
Wife left and I don't know who I am anymore.,5,39,1,0,0
Stressed about interviews but hopeful.,1,29,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,18,1,0,0
Worried about money after the layoff.,1,55,1,0,0
Stressed about interviews but hopeful.,2,21,0,0,1
"It’s tough, but I’ve survived worse.",4,77,0,1,0
"The days are slow, but I keep going.",3,74,1,0,0
I wish I could just disappear from all this stress.,5,15,0,1,0
"It’s tough, but I’ve survived worse.",2,70,1,0,0
Empty nest and empty life.,7,54,1,0,0
I miss my wife so much. It’s unbearable some days.,6,69,0,1,0
"Caring for my dad is draining, but I’ll manage.",4,43,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,19,1,0,0
I’m a burden. My family would be better without me.,9,50,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,16,0,0,1
"Feeling lonely, but I think it'll get better.",2,34,0,1,0
Trying to balance everything – it's tough but okay.,4,20,0,0,1
Breakups suck. I feel empty.,6,29,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,48,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,67,1,0,0
"It’s tough, but I’ve survived worse.",1,66,1,0,0
Another day of rejection letters. What's the point?,5,35,0,1,0
"The days are slow, but I keep going.",3,63,0,0,1
Empty nest and empty life.,7,38,0,1,0
Stressed about interviews but hopeful.,1,29,0,0,1
Just tired from school lately.,1,18,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,14,1,0,0
"No job, no partner, no reason to keep going.",10,30,1,0,0
"It’s tough, but I’ve survived worse.",4,80,1,0,0
"Feeling lonely, but I think it'll get better.",3,29,0,1,0
I’m a burden. My family would be better without me.,8,54,0,1,0
I’ve written a note. I just want the pain to stop.,9,18,0,1,0
Breakups suck. I feel empty.,5,35,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,17,0,1,0
I’m a burden. My family would be better without me.,8,41,0,0,1
Trying to balance everything – it's tough but okay.,1,20,1,0,0
"It’s tough, but I’ve survived worse.",1,79,1,0,0
"The days are slow, but I keep going.",2,68,1,0,0
Breakups suck. I feel empty.,5,32,1,0,0
I’ve written a note. I just want the pain to stop.,10,17,1,0,0
"It’s tough, but I’ve survived worse.",1,69,0,1,0
"The days are slow, but I keep going.",4,68,1,0,0
Pain meds are ready. I’ve decided.,9,39,1,0,0
"The days are slow, but I keep going.",2,72,1,0,0
"It’s tough, but I’ve survived worse.",3,76,0,1,0
The silence is too loud. I cry most nights.,6,75,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,64,0,1,0
Another day of rejection letters. What's the point?,5,24,1,0,0
"No job, no partner, no reason to keep going.",8,33,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,19,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,14,0,0,1
"It’s tough, but I’ve survived worse.",3,65,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,62,1,0,0
I miss my wife so much. It’s unbearable some days.,7,76,1,0,0
The silence is too loud. I cry most nights.,7,78,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,17,0,1,0
I’m a burden. My family would be better without me.,9,51,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",2,16,0,1,0
Everyone else has friends. Why am I always alone?,5,18,0,1,0
"It’s tough, but I’ve survived worse.",1,80,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,80,1,0,0
Stressed about interviews but hopeful.,1,22,1,0,0
Empty nest and empty life.,5,39,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,74,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,65,0,0,1
Being alone every day hurts more than my body does.,5,65,0,1,0
"Health is failing, and so is everything else.",5,56,0,0,1
"The days are slow, but I keep going.",3,75,0,1,0
I argued with my mom. Feeling down but it'll pass.,3,19,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,19,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,37,0,0,1
Just tired from school lately.,4,18,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,19,0,0,1
"Feeling lonely, but I think it'll get better.",3,35,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,28,0,1,0
Trying to balance everything – it's tough but okay.,1,20,0,1,0
"It’s tough, but I’ve survived worse.",3,61,0,1,0
Being alone every day hurts more than my body does.,7,64,0,1,0
Stressed about interviews but hopeful.,1,26,0,0,1
"The days are slow, but I keep going.",2,72,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,51,0,0,1
Trying to balance everything – it's tough but okay.,4,34,1,0,0
I’m a burden. My family would be better without me.,8,52,0,0,1
Worried about money after the layoff.,2,37,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,10,17,0,1,0
Breakups suck. I feel empty.,6,27,0,0,1
I’ve written a note. I just want the pain to stop.,9,15,0,1,0
It's like I don’t matter at all in my family.,6,15,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,67,1,0,0
Just tired from school lately.,2,17,1,0,0
Empty nest and empty life.,7,42,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,17,0,1,0
"Feeling lonely, but I think it'll get better.",4,23,1,0,0
I miss my wife so much. It’s unbearable some days.,5,65,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,18,1,0,0
"Health is failing, and so is everything else.",5,47,0,0,1
I miss my wife so much. It’s unbearable some days.,7,61,0,1,0
"Health is failing, and so is everything else.",6,55,0,1,0
Stressed about interviews but hopeful.,4,27,1,0,0
"Health is failing, and so is everything else.",7,41,0,1,0
Another day of rejection letters. What's the point?,6,32,0,1,0
"The days are slow, but I keep going.",4,77,1,0,0
Stressed about interviews but hopeful.,2,26,0,0,1
"It’s tough, but I’ve survived worse.",3,68,1,0,0
There’s nothing left but pain. I’m ready to go.,9,73,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,45,0,1,0
"Feeling lonely, but I think it'll get better.",4,24,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,60,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,46,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,56,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,16,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,15,0,1,0
"No job, no partner, no reason to keep going.",9,28,1,0,0
I have my will and pills. No more waiting.,8,75,1,0,0
Trying to balance everything – it's tough but okay.,3,28,0,1,0
I argued with my mom. Feeling down but it'll pass.,4,16,0,1,0
"It’s tough, but I’ve survived worse.",1,73,0,0,1
Crippling debt and no support system. Feeling trapped.,7,29,0,0,1
There’s nothing left but pain. I’m ready to go.,10,65,0,1,0
"Feeling lonely, but I think it'll get better.",1,25,1,0,0
Trying to balance everything – it's tough but okay.,3,30,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,17,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,8,33,1,0,0
I wish I could just disappear from all this stress.,5,19,1,0,0
The silence is too loud. I cry most nights.,5,72,0,0,1
"Feeling lonely, but I think it'll get better.",3,33,0,1,0
Just tired from school lately.,4,16,1,0,0
Worried about money after the layoff.,3,36,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,50,0,1,0
Just tired from school lately.,3,15,0,0,1
Trying to balance everything – it's tough but okay.,3,28,0,0,1
Everyone else has friends. Why am I always alone?,6,19,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,56,0,1,0
"The days are slow, but I keep going.",2,69,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,47,0,0,1
Just tired from school lately.,4,15,0,0,1
No one talks to me anymore. I don't think I can survive another week.,8,19,1,0,0
"The days are slow, but I keep going.",2,63,0,0,1
Everyone else has friends. Why am I always alone?,7,14,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,14,0,0,1
Everyone else has friends. Why am I always alone?,6,14,1,0,0
"Health is failing, and so is everything else.",7,60,0,0,1
Stressed about interviews but hopeful.,4,32,0,1,0
I have my will and pills. No more waiting.,9,74,0,1,0
Lost my job and can’t provide anymore. I’m done.,10,46,0,1,0
Worried about money after the layoff.,1,55,0,0,1
"Lonely, yes. But I enjoy gardening still.",2,70,0,0,1
"The days are slow, but I keep going.",2,63,0,0,1
"Feeling lonely, but I think it'll get better.",1,20,0,1,0
Worried about money after the layoff.,3,44,0,1,0
Empty nest and empty life.,7,51,0,0,1
It's like I don’t matter at all in my family.,7,19,1,0,0
Pain meds are ready. I’ve decided.,8,45,0,1,0
I miss my wife so much. It’s unbearable some days.,5,68,0,1,0
"It’s tough, but I’ve survived worse.",3,78,0,0,1
Crippling debt and no support system. Feeling trapped.,5,31,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,10,26,0,0,1
Just tired from school lately.,4,17,1,0,0
Breakups suck. I feel empty.,7,29,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,46,0,0,1
Just tired from school lately.,4,14,0,0,1
"Feeling lonely, but I think it'll get better.",3,35,1,0,0
"Feeling lonely, but I think it'll get better.",2,21,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,8,29,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,59,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,47,0,0,1
Trying to balance everything – it's tough but okay.,1,25,0,0,1
Just tired from school lately.,1,17,1,0,0
It's like I don’t matter at all in my family.,6,16,0,1,0
Trying to balance everything – it's tough but okay.,2,24,0,1,0
Empty nest and empty life.,6,53,0,1,0
Just tired from school lately.,3,14,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,17,0,0,1
"It’s tough, but I’ve survived worse.",2,80,0,0,1
Just tired from school lately.,1,14,1,0,0
Trying to balance everything – it's tough but okay.,4,21,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,48,1,0,0
It's like I don’t matter at all in my family.,6,16,0,1,0
"Feeling lonely, but I think it'll get better.",2,20,0,0,1
"The days are slow, but I keep going.",1,73,1,0,0
It's like I don’t matter at all in my family.,5,16,0,1,0
Pain meds are ready. I’ve decided.,10,42,0,0,1
"Feeling lonely, but I think it'll get better.",3,29,0,1,0
I’ve written a note. I just want the pain to stop.,8,14,0,1,0
Being alone every day hurts more than my body does.,7,80,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,15,0,1,0
The silence is too loud. I cry most nights.,5,69,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,72,0,0,1
Worried about money after the layoff.,2,54,1,0,0
"The days are slow, but I keep going.",4,64,0,0,1
Worried about money after the layoff.,3,39,1,0,0
"No job, no partner, no reason to keep going.",10,21,0,1,0
Another day of rejection letters. What's the point?,5,29,0,0,1
Worried about money after the layoff.,1,39,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,74,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,49,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,8,76,0,0,1
I argued with my mom. Feeling down but it'll pass.,1,16,1,0,0
I’ve written a note. I just want the pain to stop.,9,15,0,1,0
I’ve written a note. I just want the pain to stop.,8,14,0,0,1
Crippling debt and no support system. Feeling trapped.,7,23,0,1,0
Wife left and I don't know who I am anymore.,7,57,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,40,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,80,0,0,1
"No job, no partner, no reason to keep going.",8,30,0,0,1
Worried about money after the layoff.,2,54,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,77,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,72,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,17,0,1,0
No one talks to me anymore. I don't think I can survive another week.,8,18,0,1,0
There’s nothing left but pain. I’m ready to go.,10,72,0,1,0
Empty nest and empty life.,7,47,0,1,0
Empty nest and empty life.,5,55,0,0,1
"Health is failing, and so is everything else.",5,41,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,16,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,17,0,0,1
Stressed about interviews but hopeful.,4,29,0,0,1
Trying to balance everything – it's tough but okay.,1,23,0,0,1
Everyone else has friends. Why am I always alone?,5,18,0,0,1
Crippling debt and no support system. Feeling trapped.,6,28,0,0,1
"It’s tough, but I’ve survived worse.",1,71,0,1,0
Everyone else has friends. Why am I always alone?,6,19,0,0,1
Pain meds are ready. I’ve decided.,10,41,1,0,0
Worried about money after the layoff.,2,57,0,1,0
Worried about money after the layoff.,1,36,1,0,0
"Health is failing, and so is everything else.",7,58,0,0,1
"It’s tough, but I’ve survived worse.",3,64,0,0,1
"The days are slow, but I keep going.",1,65,0,0,1
I miss my wife so much. It’s unbearable some days.,5,63,1,0,0
Everyone else has friends. Why am I always alone?,6,18,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,10,19,1,0,0
Crippling debt and no support system. Feeling trapped.,7,33,0,1,0
"It’s tough, but I’ve survived worse.",3,73,0,1,0
"Caring for my dad is draining, but I’ll manage.",4,45,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,63,0,0,1
"Feeling lonely, but I think it'll get better.",1,22,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,61,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,15,0,1,0
"It’s tough, but I’ve survived worse.",2,69,0,0,1
Everyone else has friends. Why am I always alone?,5,18,1,0,0
"Feeling lonely, but I think it'll get better.",1,24,0,0,1
Stressed about interviews but hopeful.,1,22,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,0,1
Lost my job and can’t provide anymore. I’m done.,9,49,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,1,0,0
"No job, no partner, no reason to keep going.",8,22,0,1,0
"The days are slow, but I keep going.",1,64,1,0,0
Just tired from school lately.,3,14,0,1,0
Just tired from school lately.,1,18,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,18,1,0,0
Just tired from school lately.,3,17,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,33,0,1,0
I’m a burden. My family would be better without me.,10,40,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,26,0,0,1
I wish I could just disappear from all this stress.,5,15,0,1,0
Crippling debt and no support system. Feeling trapped.,7,32,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,79,1,0,0
"Feeling lonely, but I think it'll get better.",4,25,0,1,0
It's like I don’t matter at all in my family.,5,14,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,8,17,1,0,0
"No job, no partner, no reason to keep going.",8,30,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,73,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,70,0,1,0
Pain meds are ready. I’ve decided.,10,38,0,1,0
"It’s tough, but I’ve survived worse.",4,71,1,0,0
Pain meds are ready. I’ve decided.,9,49,0,1,0
I wish I could just disappear from all this stress.,6,15,0,0,1
"Health is failing, and so is everything else.",6,59,0,0,1
Wife left and I don't know who I am anymore.,6,42,1,0,0
Stressed about interviews but hopeful.,3,32,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,39,0,0,1
Wife left and I don't know who I am anymore.,5,57,1,0,0
I miss my wife so much. It’s unbearable some days.,5,61,0,0,1
There’s nothing left but pain. I’m ready to go.,8,78,0,0,1
Empty nest and empty life.,7,46,0,0,1
The silence is too loud. I cry most nights.,6,79,0,1,0
Stressed about interviews but hopeful.,3,30,0,1,0
Just tired from school lately.,2,17,0,0,1
The silence is too loud. I cry most nights.,5,71,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,68,0,0,1
Stressed about interviews but hopeful.,2,21,1,0,0
It's like I don’t matter at all in my family.,5,15,0,0,1
I wish I could just disappear from all this stress.,6,17,0,1,0
Another day of rejection letters. What's the point?,6,33,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,18,1,0,0
Being alone every day hurts more than my body does.,6,65,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,17,0,1,0
"It’s tough, but I’ve survived worse.",3,64,0,1,0
Trying to balance everything – it's tough but okay.,3,21,0,1,0
There’s nothing left but pain. I’m ready to go.,10,71,0,0,1
It's like I don’t matter at all in my family.,5,15,0,0,1
Worried about money after the layoff.,2,49,0,0,1
Wife left and I don't know who I am anymore.,7,44,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,43,0,0,1
Another day of rejection letters. What's the point?,6,25,0,0,1
Crippling debt and no support system. Feeling trapped.,5,35,1,0,0
They keep calling me names at school. I'm done pretending to be okay.,8,19,0,0,1
Empty nest and empty life.,7,56,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,9,20,0,0,1
Trying to balance everything – it's tough but okay.,3,24,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,9,15,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,38,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,9,28,1,0,0
Wife left and I don't know who I am anymore.,6,60,0,0,1
Lost my job and can’t provide anymore. I’m done.,10,58,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,48,0,0,1
I’m a burden. My family would be better without me.,9,40,1,0,0
Just tired from school lately.,3,19,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,70,0,0,1
The silence is too loud. I cry most nights.,6,65,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,40,0,0,1
"The days are slow, but I keep going.",3,77,0,1,0
Trying to balance everything – it's tough but okay.,3,21,0,1,0
Wife left and I don't know who I am anymore.,6,47,1,0,0
Just tired from school lately.,2,15,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,68,0,1,0
Crippling debt and no support system. Feeling trapped.,7,29,0,0,1
Stressed about interviews but hopeful.,2,30,0,1,0
I argued with my mom. Feeling down but it'll pass.,4,17,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,15,0,1,0
Everything is falling apart. I’ve thought of how to end it.,8,35,0,0,1
I’ve written a note. I just want the pain to stop.,10,16,1,0,0
I miss my wife so much. It’s unbearable some days.,6,64,1,0,0
No one talks to me anymore. I don't think I can survive another week.,10,14,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,17,0,0,1
Empty nest and empty life.,7,43,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,66,1,0,0
Just tired from school lately.,4,18,0,0,1
I miss my wife so much. It’s unbearable some days.,5,76,0,1,0
I’m a burden. My family would be better without me.,10,41,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,54,0,1,0
Everyone else has friends. Why am I always alone?,5,16,0,0,1
Crippling debt and no support system. Feeling trapped.,6,30,1,0,0
"Health is failing, and so is everything else.",7,50,0,1,0
Everything is falling apart. I’ve thought of how to end it.,9,22,0,1,0
I wish I could just disappear from all this stress.,7,14,1,0,0
Wife left and I don't know who I am anymore.,5,57,1,0,0
Wife left and I don't know who I am anymore.,7,50,0,0,1
Another day of rejection letters. What's the point?,5,21,0,0,1
No one talks to me anymore. I don't think I can survive another week.,8,19,1,0,0
There’s nothing left but pain. I’m ready to go.,8,72,1,0,0
Stressed about interviews but hopeful.,1,34,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,17,0,1,0
"Feeling lonely, but I think it'll get better.",1,29,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,8,74,0,0,1
Everyone else has friends. Why am I always alone?,6,18,0,1,0
Pain meds are ready. I’ve decided.,9,48,0,1,0
"No job, no partner, no reason to keep going.",9,23,0,0,1
"The days are slow, but I keep going.",4,80,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,72,1,0,0
Another day of rejection letters. What's the point?,5,28,0,1,0
"It’s tough, but I’ve survived worse.",4,79,0,1,0
Just tired from school lately.,1,16,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,40,0,1,0
Empty nest and empty life.,6,41,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,10,32,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,52,0,0,1
"Lonely, yes. But I enjoy gardening still.",2,73,1,0,0
They keep calling me names at school. I'm done pretending to be okay.,9,15,0,0,1
Just tired from school lately.,4,15,0,0,1
"Feeling lonely, but I think it'll get better.",4,28,0,0,1
"It’s tough, but I’ve survived worse.",3,74,0,1,0
It's like I don’t matter at all in my family.,6,15,0,0,1
The silence is too loud. I cry most nights.,6,69,1,0,0
Trying to balance everything – it's tough but okay.,4,23,0,1,0
Just tired from school lately.,1,15,0,1,0
I wish I could just disappear from all this stress.,5,16,0,0,1
Crippling debt and no support system. Feeling trapped.,7,31,1,0,0
Wife left and I don't know who I am anymore.,6,36,0,0,1
"It’s tough, but I’ve survived worse.",1,67,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,16,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,8,34,1,0,0
Crippling debt and no support system. Feeling trapped.,5,32,0,0,1
Just tired from school lately.,1,16,1,0,0
"The days are slow, but I keep going.",4,64,0,1,0
Empty nest and empty life.,5,46,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,63,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,42,0,1,0
Being alone every day hurts more than my body does.,7,76,0,0,1
Stressed about interviews but hopeful.,2,21,0,1,0
Trying to balance everything – it's tough but okay.,4,25,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,56,0,0,1
Worried about money after the layoff.,1,60,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,9,16,0,0,1
I wish I could just disappear from all this stress.,6,18,1,0,0
"No job, no partner, no reason to keep going.",8,21,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,80,0,1,0
Worried about money after the layoff.,2,50,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,46,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,9,32,0,0,1
Breakups suck. I feel empty.,5,28,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,15,1,0,0
Just tired from school lately.,2,18,0,1,0
"Health is failing, and so is everything else.",7,43,1,0,0
There’s nothing left but pain. I’m ready to go.,8,70,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,80,0,1,0
It's like I don’t matter at all in my family.,7,15,1,0,0
Trying to balance everything – it's tough but okay.,2,22,0,1,0
I miss my wife so much. It’s unbearable some days.,5,63,1,0,0
I’m a burden. My family would be better without me.,8,43,0,1,0
Crippling debt and no support system. Feeling trapped.,5,20,0,0,1
I’ve written a note. I just want the pain to stop.,10,15,1,0,0
I wish I could just disappear from all this stress.,7,16,1,0,0
"The days are slow, but I keep going.",2,65,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,8,22,1,0,0
The silence is too loud. I cry most nights.,6,80,1,0,0
"Health is failing, and so is everything else.",5,39,0,0,1
Another day of rejection letters. What's the point?,5,35,0,0,1
Stressed about interviews but hopeful.,2,21,0,1,0
Breakups suck. I feel empty.,7,28,1,0,0
"It’s tough, but I’ve survived worse.",1,80,0,0,1
Worried about money after the layoff.,3,56,0,1,0
I argued with my mom. Feeling down but it'll pass.,3,19,1,0,0
"Feeling lonely, but I think it'll get better.",1,25,0,0,1
